Price,rooms,price_per_m2,level,levels,year,area_total,area_living,area_kitchen,street,publish_date
1976000.0,5,3800.0,17,25,2019,520.0,,20.0,Івана Федорова,28 листопада 2020 р.
320000.0,2,3232.0,13,24,2019,99.0,47.0,13.0,Антоновича,16 листопада 2020 р.
110000.0,2,1735.0,1,12,2003,,,,Вільямса,14 лютого
92000.0,2,1686.8,18,26,,,,31.0,Бойчука,
101000.0,1,1772.0,33,36,,57.0,,,Перемоги,
849000.0,,,,,2001,,,,Ковпака,6 лютого 2019 р.
85000.0,2,1545.0,6,16,1973,55.0,22.0,7.0,Русанівський,24 вересня 2020 р.
330000.0,3,2481.0,7,21,2010,133.0,70.0,22.0,Українки,7 липня 2020 р.
33900.0,1,1169.0,4,5,1969,29.0,16.0,7.0,Празька,26 лютого
165000.0,4,2062.0,4,4,,80.0,56.0,11.0,Гончара,
270000.0,2,3333.0,11,13,2019,81.0,32.0,20.0,Маккейна,15 вересня 2020 р.
40000.0,1,995.0,14,25,,,,12.0,Балтійський,
104000.0,1,2122.0,13,26,2015,49.0,25.0,14.0,Білоруська,29 вересня 2020 р.
75000.0,1,1442.0,4,25,2016,52.0,18.0,14.0,Драгоманова,8 жовтня 2020 р.
115000.0,2,1613.0,4,25,,,,,Липківського,
58000.0,1,1758.0,8,9,1972,33.0,19.0,,Новогоспітальна,29 вересня 2017 р.
30540.0,1,1021.4,9,26,,,,,Радченка,
259999.0,5,1625.0,5,6,1936,160.0,85.0,40.0,Богомольця,12 серпня 2020 р.
140000.0,3,1842.0,26,26,2016,76.0,49.0,10.0,Донця,17 листопада 2020 р.
160000.0,2,2078.0,3,26,,77.0,36.0,13.0,Оболонський,
200714.3,4,2007.1,2,2,,100.0,80.0,20.0,Щекавицька,
65000.0,3,1048.0,3,9,1960,62.0,43.0,9.0,Пожарського,14 грудня 2020 р.
74000.0,3,1000.0,7,9,1975,74.0,48.0,8.0,Полкова,21 грудня 2020 р.
66500.0,3,1147.0,3,5,1961,58.0,42.0,7.0,Донця,15 вересня 2020 р.
67000.0,2,1218.0,3,16,1993,55.0,30.0,8.0,Палладіна,28 жовтня 2020 р.
110000.0,2,1630.0,12,24,,,,37.0,Бойчука,
127000.0,2,1512.0,14,24,2018,84.0,43.0,14.0,Липківського,18 лютого
180000.0,2,1915.0,4,10,2005,94.0,45.0,15.0,Павлівська,4 грудня 2017 р.
63000.0,3,875.0,3,9,1977,72.0,45.0,7.0,Івашкевича,2 лютого
42900.0,2,998.0,1,5,,43.0,29.0,,Іскрівська,23 січня
95000.0,3,1234.0,16,25,2017,77.0,45.0,12.0,Максимовича,19 січня
255000.0,4,2318.0,3,4,1900,110.0,68.0,13.0,*** not found,12 вересня 2019 р.
100357.1,2,1593.0,6,30,,63.0,35.0,8.0,Драгомирова,
115000.0,1,2614.0,2,7,2019,44.0,14.0,21.0,Теремківська,27 вересня 2020 р.
113300.0,3,1218.0,15,21,,93.0,55.0,11.0,Осокорська,
268000.0,4,1381.0,18,20,2010,194.0,93.0,35.0,Дмитрівська,11 грудня 2020 р.
140000.0,3,1273.0,3,26,,110.0,,,Кондратюка,
146000.0,3,1718.0,1,9,2015,85.0,40.0,17.0,Регенераторна,5 листопада 2020 р.
63000.0,3,900.0,23,23,,70.0,34.0,14.0,,
495000.0,3,3367.0,14,23,2014,147.0,50.0,40.0,Глибочицька,23 вересня 2020 р.
275000.0,3,2644.0,5,24,2008,104.0,70.0,14.0,Героїв Сталінграда,27 травня 2019 р.
73500.0,2,1361.0,2,9,1966,54.0,32.0,8.0,Борщагівська,23 грудня 2020 р.
57000.0,2,1056.0,7,26,,54.0,28.0,9.0,Ревуцького,
121860.0,2,1741.0,2,9,2018,70.0,45.0,14.0,Юнацька,26 січня
73000.0,2,1000.0,21,25,,73.0,,,Заболотного,
39000.0,1,1147.0,3,5,1960,34.0,18.0,8.0,Автозаводська,10 серпня 2020 р.
92284.0,2,1138.0,6,34,,,,,Заболотного,
210000.0,2,1736.0,14,24,2008,121.0,60.0,30.0,Саксаганського,30 квітня 2020 р.
139900.0,4,1260.0,6,9,,111.0,,,Зарічна,
145000.0,2,1686.0,17,23,2005,86.0,48.0,12.0,*** not found,23 листопада 2020 р.
140000.0,2,2188.0,10,14,,64.0,34.0,15.0,Невська,
76000.0,3,1086.0,6,9,1980,70.0,34.0,10.0,Героїв Сталінграда,7 серпня 2020 р.
65500.0,1,1770.0,20,27,2019,37.0,14.0,9.0,Вишняківська,22 грудня 2020 р.
796000.0,4,4020.0,7,15,,198.0,65.0,67.0,Драгомирова,
97926.0,1,1900.0,9,30,,,,,Драгомирова,
46000.0,1,1438.0,2,5,1963,32.0,19.0,6.0,Гавела,19 лютого
115000.0,3,1135.0,13,25,2004,,,,Здолбунівська,22 листопада 2016 р.
430000.0,3,3909.0,8,22,2014,110.0,62.0,14.0,Драгомирова,15 лютого
3210000.0,5,8025.0,10,10,1961,400.0,250.0,50.0,Мечнікова,28 лютого
475000.0,3,5000.0,3,13,2017,95.0,66.0,13.0,*** not found,
127900.0,2,1776.0,13,24,2017,72.0,35.0,17.0,Максимовича,21 листопада 2020 р.
75000.0,2,1250.0,4,5,1938,60.0,45.0,9.0,Багговутівська,16 лютого 2019 р.
90005.0,,1915.0,8,15,,47.0,17.0,20.0,Шолуденка,
284999.0,2,3202.0,3,18,2005,89.0,50.0,16.0,Щекавицька,4 червня 2020 р.
51000.0,3,850.0,2,9,1972,60.0,40.0,6.0,Коласа,25 вересня 2020 р.
320000.0,3,3107.0,8,24,2013,103.0,,16.0,*** not found,30 травня 2017 р.
43000.0,2,782.0,24,26,,55.0,,11.0,*** not found,
91000.0,1,1750.0,33,35,,52.0,20.0,22.0,Перемоги,
185000.0,2,2256.0,6,9,,82.0,35.0,24.0,*** not found,
49990.0,3,757.0,8,9,1976,66.0,45.0,8.0,Наумова,14 квітня 2020 р.
89000.0,1,2342.0,7,15,,38.0,20.0,7.0,Перемоги,
170000.0,2,2656.0,5,7,1948,64.0,,9.0,Велика Васильківська,6 березня 2019 р.
29256.6,1,978.5,1,5,,,,,Червоноткацька,
46500.0,2,1011.0,5,5,1963,46.0,31.0,7.0,Вишгородська,24 лютого
